name,CONML,gvkey_n,sdc_cusip
Torchlight Energy Resources,Torchlight Energy Resources Inc,186013,89102U
Torotel Inc,Torotel Inc,10619,891305
Touch America Holdings Inc,Touch America Holdings Inc.,147310,891539
TouchTunes Music Corp,Touchtunes Music Corp,61243,891549
Tortoise Acquisition Corp,Tortoise Acquisition Corp,34805,89154L
Tower Automotive Inc,Tower Automotive Inc.,30598,891707
Total System Services Inc,Total System Services Inc.,10631,891906
Track Data Corp,Track Data Corp,30594,891918
Trans-Resources LLC,Trans Resources Inc,15269,893320
Trans World Corp,Trans World Corp/NV,31189,89336R
Transcat Inc,Transcat Inc,10685,893529
TransDigm Group Inc,TransDigm Group Inc,148349,893641
Transit Group Inc,Transit Group Inc,18545,893691
Transkaryotic Therapies Inc,Transkaryotic Therapies Inc,63804,893735
TransMontaigne Partners LP,TransMontaigne Partners LP,163594,89376V
Transnational Industries Inc,Transnational Industries Inc,12481,893778
Transcend Services Inc,Transcend Services Inc,20202,893929
TransMontaigne Inc,TransMontaigne Inc,11747,893934
TransUnion LLC,TransUnion,24638,89400J
Travelzoo,Travelzoo,149721,89421Q
Tredegar Corp,Tredegar Corp,15459,894650
TreeHouse Foods Inc,TreeHouse Foods Inc,163983,89469A
Trestle Holdings Inc,Trestle Holdings Inc,28461,89530U
Trex Co Inc,Trex Co Inc,119316,89531P
Tri-S Security Corp,Tri-S Security Corp,162048,895578
Tridex Corp,Tridex Corp,10724,895906
Trident Microsystems Inc,Trident Microsystems Inc,26015,895919
Triad Guaranty Inc,Triad Guaranty Inc,29055,895925
Tribune Publishing Co,Tribune Publishing Co,19578,89609W
TriMas Corp,TriMas Corp,15252,896215
Trimble Inc,Trimble Inc,22815,896239
Trine Acquisition Corp,Trine Acquisition Corp,34864,89628U
Trinity Place Holdings Corp,Trinity Place Holdings Inc,10235,89656D
Tristar Wellness Solutions Inc,Tristar Wellness Solutions Inc,122200,89678H
Triumph Group Inc,Triumph Group Inc.,63876,896818
Trizec Properties Inc,Trizec Properties Inc.,15123,89687P
Tripadvisor Inc,TripAdvisor Inc,199356,896945
Swordfish Financial Inc,Swordfish Financial Inc -Old,183693,89763Q
Summit Materials LLC,Summit Materials Inc,22603,89766A
Truist Financial Corp,Truist Financial Corp,11856,89832Q
TTEC Holdings Inc,TTEC Holdings Inc,63417,89854H
Global Healthcare REIT Inc,Global Healthcare REIT Inc,13913,8A2604
RumbleON,RumbleON Inc,21035,8A6042
PTC Inc,PTC Inc,18699,8A6716
Gastar Exploration Inc,Gastar Exploration Inc,178921,8A8447
PureTech Health plc,PureTech Health PLC,319917,8C0379
Parallax Health Sciences Inc,Parallax Health Sciences Inc,16535,8C2935
PBB Bancorp,PB Bancorp Inc,161996,8C6668
WEC Energy Group Inc,WEC Energy Group Inc,11550,8C8479
TEGNA Inc,TEGNA Inc,4988,8C8937
Edgewell Personal Care Co,Edgewell Personal Care Co,133367,8C9600
TPT Global Tech Inc,TPT Global Tech Inc,147891,8E0411
Dell Technologies Inc,Dell Technologies Inc,14489,8E7499
BP Midstream Partners LP,BP Midstream Partners LP,32413,8F2047
Spectrum Brands Holdings Inc,Spectrum Brands Holdings Inc,65459,8H2274
Avanos Medical Inc,Avanos Medical Inc,21352,8H2753
FC Global Realty Inc,FC Global Realty Inc,170307,8H4125
Bank First Corp,Bankfirst Corp,113832,8J2621
Turning Point Brands Inc,Turning Point Brands Inc,66929,90041L
Turtle Beach Corp,Turtle Beach Corp,19602,900450
22nd Century Group Inc,22nd Century Group Inc,17185,90137F
Twilio Inc,Twilio Inc,27364,90138F
Twin Disc Inc,Twin Disc Inc,10777,901476
Twitter Inc,Twitter Inc,18872,90184L
Two Rivers Water & Farming Co,Two Rivers Water & Farming Co,175994,90207B
II-VI Inc,II VI Inc,14561,902104
2U Inc,2U Inc,19881,90214J
Tyler Technologies Inc,Tyler Technologies Inc.,10789,902252
Tyson Foods Inc,Tyson Foods Inc.,10793,902494
UCBH Holdings Inc,UCBH Holdings Inc,115566,90262T
UGI Corp,UGI Corp,10801,902681
UMB Financial Corp,UMB Financial Corp,10916,902788
USA Truck Inc,USA Truck Inc,25069,902925
US Plastic Lumber Corp,U S Plastic Lumber Corp,62562,902948
US Liquids Inc,U S Liquids Inc.,65311,902974
US Microbics Inc,U S Microbics Inc,65306,902988
UMH Properties Inc,UMH Properties Inc,10917,903002
Unum Therapeutics Inc,Unum Therapeutics Inc -Old,33185,903214
URS Corp,URS Corp,10813,903236
USG Corp,USG Corp,10816,903293
US LEC Corp,US LEC Corp.,109929,90331S
US Concrete Inc,US Concrete Inc,120824,90333L
US Aggregates Inc,U S Aggregates Inc,122845,90334D
Us Physical Therapy Inc,US Physical Therapy Inc,25318,90337L
US Xpress Enterprises Inc,US Xpress Enterprises Inc,33598,90338N
US Unwired Inc,US Unwired Inc,135669,90338R
US Silica Holdings Inc,U S Silica Holdings Inc,181989,90346E
Ubiquity Corp,Ubiquity Inc,18883,90349K
Uber Technologies Inc,Uber Technologies Inc,35077,90353T
Uti Corp,UTI Corp,141840,90381Q
Ultra Clean Holdings Inc,Ultra Clean Holdings Inc,264416,90385V
Ultralife Corp,Ultralife Corp,26045,903899
Ultra Petroleum Corp,Ultra Petroleum Corp.,108645,903914
Ultragenyx Pharmaceutical Inc,Ultragenyx Pharmaceutical Inc,19149,90400D
Under Armour Inc,Under Armour Inc,165052,904311
Underground Energy Corp,Underground Energy Corp,187836,904320
UniComp Inc,Unicomp Inc,14424,90465L
Unidigital Inc,Unidigital Inc,62280,904669
Unifi Inc,UNIFI INC.,10839,904677
Unigene Laboratories Inc,Unigene Laboratories Inc,13704,904753
Unilife Corp,Unilife Corp,254399,90478E
Union Bankshares Corp,Union Bankshares Inc,111537,90662P
Union Pacific Corp,Union Pacific Corp,10867,907818
30DC Inc,30DC Inc,185558,90819X
Uniroyal Technology Corp,Uniroyal Technology Corp,25762,909163
Unisys Corp,Unisys Corp,2504,909214
Unit Corp,Unit Corp,10877,909218
United American Corp,United American Corp,113486,90933P
United Community Banks Inc,United Community Banks Inc,64794,90984P
United Fuel & Energy Corp,United Fuel & Energy Corp,162875,910425
United Industries Corp,United Industries Corp,148354,91067W
United Natural Foods Inc,United Natural Foods Inc,63927,911163
United Online Inc,United Online Inc,124198,911268
United Rentals Inc,United Rentals Inc.,66065,911363
US Aggregates Inc,U S Aggregates Inc,122845,91158C
US Energy Corp,US Energy Corp.,10938,911805
US Office Products Co,U S office Products Co,31537,912325
US Power Generating Co,US Power Generating Co,180651,91239L
Trellis Earth Products Inc,Trellis Earth Products Inc,189607,91281J
United States Steel Corp,United States Steel Corp,23978,912909
United Therapeutics Corp,United Therapeutics Corp,121440,91307C
UnitedGlobalCom Inc,UnitedGlobalCom Inc,28637,913247
UnitedHealth Group Inc,Unitedhealth Group Inc,10903,91324P
Uniti Group Inc,Uniti Group Inc,23077,91325V
Universal Compression Holdings,Universal Compression Holdings Inc,135969,913431
Universal Corp,Universal Corp,11017,913456
Universal Hospital Services,Universal Hospital Services Inc,25361,91359L
University Bancorp Inc,University Bancorp Inc,21423,914089
University Bancorp Inc,University Bancorp Inc,21423,914090
Univision Communications,Univision Communications Inc.,63669,914906
Univision Holdings,Univision Holdings Inc,25107,915286
Unocal Corp,Unocal Corp,11038,915289
Upland Software Inc,Upland Software Inc,22040,91544A
Urstadt Biddle Properties Inc,Urstadt Biddle Properties Inc.,5763,917286
VHGI Holdings Inc,VHGI Holdings Inc,133169,918231
VSE Corp,VSE Corp,11065,918284
VAALCO Energy Inc,Vaalco Energy Inc,27199,91851C
Vail Resorts Inc,Vail Resorts Inc.,64344,91879Q
Valero Energy Corp,Valero Energy Corp,15247,91913Y
Ute Energy LLC,Ute Energy Corp,170445,91996K
Valmont Industries Inc,Valmont Industries Inc,11094,920253
Valvoline Inc,Valvoline Inc,27373,92047W
Black Hills Corp,Black Hills Corp,2259,921131
Vanguard Health Systems Inc,Vanguard Health Systems Inc.,148356,922036
Vanguard Natural Resources Inc,Vanguard Natural Resources LLC,178684,92205F
Variagenics Inc,Variagenics Inc,137883,922196
Varian Medical Systems Inc,Varian Medical Systems Inc,11115,92220P
Onespan Inc,OneSpan Inc,66686,92230Y
Vectren Corp,Vectren Corp,5918,92240G
Vector Group Ltd,Vector Group Ltd,13963,92240M
Vectrus Inc,Vectrus Inc,20661,92242T
VectoIQ Acquisition Corp,VectoIQ Acquisition Corp,33493,92243N
Veeva Systems Inc,Veeva Systems Inc,18689,922475
Ventas Inc,Ventas Inc.,110179,92276F
Vera Bradley Inc,Vera Bradley Inc,185195,92335C
Verdant Brands Inc,Verdant Brands Inc,23135,923366
VeraSun Energy Corp,VeraSun Energy Corp,165731,92336G
Verb Technology Co Inc,Verb Technology Co Inc,21984,92337U
VEREIT Inc,VEREIT Inc,186783,92339V
Verifone Systems Inc,Verifone Systems Inc,162733,92342Y
Verity Inc,Verity Inc.,61401,92343C
Verizon Communications Inc,Verizon Communications Inc,2136,92343V
Verint Systems Inc,Verint Systems Inc,147242,92343X
Veritex Holdings Inc,Veritex Holdings Inc,21633,923451
Verisk Analytics Inc,Verisk Analytics Inc,180652,92345Y
Veritone Inc,Veritone Inc,31091,92347M
Verisk Analytics Inc,Verisk Analytics Inc,180652,92398Z
Vertel Corp,Vertel Corp,24767,924907
Versar Inc,Versar Inc.,12804,925297
Verso Technologies Inc,Verso Technologies Inc,25976,925317
Verso Corp,Verso Corp,179817,92531L
Vertex Pharmaceuticals Inc,Vertex Pharmaceuticals Inc,24344,92532F
VerticalNet Inc,VerticalNet Inc,118228,92532L
Vertical Computer Systems Inc,Vertical Computer Systems Inc,28181,92532R
Vertical Health Solutions Inc,Vertical Health Solutions Inc,187066,92533G
Vertex Energy Inc,Vertex Energy Inc,183704,92534K
Vesta Insurance Group Inc,Vesta Insurance Group Inc.,29161,925391
Viacom Inc,Viacom Inc,165675,925524
Viad Corp,Viad Corp,160785,92552R
Vical Inc,Vical Inc,27920,925602
Verso Paper Holdings Llc,Verso Paper Holdings LLC,178266,92584N
Victory Acquisition Corp,Victory Acquisition Corp,177260,92644D
Viking Energy Group Inc,Viking Energy Group,108319,926795
Virtu Financial Inc,Virtu Financial Inc,23432,928254
VirtualFund.com Inc,VirtualFund.com Inc.,20889,92825A
Visa Inc,Visa Inc,179534,92826C
Virtusa Corp,Virtusa Corp,177871,92827P
Virtus Investment Partners Inc,Virtus Investment Partners Inc,25030,92828Q
Vishay Intertechnology Inc,Vishay Intertechnology Inc.,11191,928298
Vista Outdoor Inc,Vista Outdoor Inc,22653,928377
Visteon Corp,Visteon Corp.,136648,92839U
Vitality Biopharma,Vitality Biopharma Inc,181970,92849B
Vitamin Shoppe Inc,Vitamin Shoppe Inc,178201,92849E
VoiceStream Wireless Corp,Voicestream Wireless Corp,120178,928615
Volcano Corp,Volcano Corp,174118,928645
Volt Information Sciences Inc,Volt Information Sciences Inc.,11213,928703
Vonage Holdings Corp,Vonage Holdings Corp,166562,92886T
Vornado Realty Trust,Vornado Realty Trust,11220,929042
Voya Financial Inc,Voya Financial Inc,16384,929089
Vulcan Materials Co,Vulcan Materials Co,11228,929160
Vuzix Corp,Vuzix Corp,184113,92921W
W&T Offshore Inc,W&T Offshore Inc,160341,92922P
WCI Communities Inc,WCI Communities Inc,145186,92923C
WGL Holdings Inc,WGL Holdings Inc.,11296,92924F
WABCO Holdings Inc,WABCO Holdings Inc,177925,92927K
WKI Holding Co Inc,WKI Holding Co Inc,124074,929293
WSFS Financial Corp,WSFS Financial Corp,17132,929328
WQN Inc,WQN Inc,125584,92932C
Wackenhut Corp,Wackenhut Corp,11249,929794
Vistagen Therapeutics Inc,VistaGen Therapeutics Inc,187368,93001X
Waddell & Reed Financial Inc,Waddell & Reed Financial Inc.,66599,930059
Waitr Holdings Inc,Waitr Holdings Inc,34439,930752
Visant Holding Corp,Visant Holding Corp,176040,93122L
Walgreens Boots Alliance Inc,Walgreens Boots Alliance Inc,11264,931427
Walker & Dunlop Inc,Walker & Dunlop Inc,185370,93148P
Walter Energy Inc,Walter Energy Inc,15274,93317Q
Wareforce.com Inc,Wareforce.Com,112595,934213
Warren Resources Inc,Warren Resources Inc,151632,93564A
Waste Management Inc,Waste Management Inc.,14477,94106L
Watsco Inc,Watsco Inc,11313,942622
Wayside Technology Group Inc,Wayside Technology Group,61028,946760
Web.com Group Inc,Web.com Group Inc,163916,94733A
Webfinancial Corp,WebFinancial Corp,9240,94767P
Weingarten Realty Investors,Weingarten Realty Investors,11340,948741
WellCare Health Plans Inc,WellCare Health Plans Inc,260778,94946T
Wellness Center USA Inc,Wellness Center USA Inc,170692,94967L
Wellman Inc,Wellman Inc.,13407,949702
Wells Fargo & Co,Wells Fargo & Co,8007,949746
Welsh Property Trust LLC,Welsh Property Trust Inc,184432,950446
Wesco International Inc,WESCO International Inc,120444,95082P
West Coast Entertainment Inc,West Coast Entertainment Corp,62855,952182
West Corp,West Corp,64055,952355
West Co LLC,West Corp,64055,95334N
West Suburban Bancorp Inc,West Suburban Bancorp Inc,120413,956160
Western Digital Corp,Western Digital Corp,11399,958102
Western Gas Partners LP,Western Gas Partners Lp,179831,958254
Western Gas Resources Inc,Western Gas Resources Inc.,18705,958259
Western Refining Inc,Western Refining Inc,165652,959319
Western Union Co,Western Union Co,175263,959802
Western Wireless Corp,Western Wireless Corp,62929,95988E
Westlake Chemical Corp,Westlake Chemical Corp,160684,960413
Westmoreland Coal Co,Westmoreland Coal Co,11440,960878
Westwater Resources Inc,Westwater Resources Inc,15240,961684
WEX Inc,WEX Inc,162385,96208T
Weyerhaeuser Co,Weyerhaeuser Co,11456,962166
RDA Holding Co,RDA Holding Co,176711,96256N
Where Food Comes From Inc,Where Food Comes From Inc,175908,96327X
Whirlpool Corp,Whirlpool Corp,11465,963320
Whitestone REIT,Whitestone REIT,185453,966084
Whiting Petroleum Corp,Whiting Petroleum Corp,155393,966387
Whole Earth Brands Inc,Whole Earth Brands Inc,35053,96684W
WideOpenWest Inc,WideOpenWest Inc,31466,96758W
John Wiley & Sons Inc,John Wiley & Sons Inc.,11499,968223
Willdan Group Inc,Willdan Group Inc,175654,96924N
Williams-Sonoma Inc,Williams-Sonoma Inc.,11511,969904
Windtree Therapeutics Inc,Windtree Therapeutics Inc,61140,97382D
Windsor Energy Resources,Windsor Energy Resources Inc,166584,97391F
Winmark Corp,Winmark Corp,28785,974250
Winnebago Industries Inc,Winnebago Industries Inc.,11537,974637
Winthrop Realty Trust,Winthrop Realty Trust Inc,4740,976391
Wintrust Financial Corp,Wintrust Financial Corp.,63781,97650W
Wireless Telecom Group Inc,Wireless Telecom Group Inc.,24610,976524
Wireless Ronin Technologies,Wireless Ronin Technologies Inc -Old,176118,97652A
WisdomTree Investments Inc,Wisdomtree Investments Inc,24750,97717P
Wolverine Tube Inc,Wolverine Tube Inc.,14450,978093
Wolverine World Wide Inc,Wolverine World Wide Inc.,11566,978097
Woodforest Financial Group Inc,Woodforest Financial Group Inc,160741,97942X
Workday Inc,Workday Inc,15044,98138H
World Access Inc,World Access Inc,24395,98141A
World Fuel Services Corp,World Fuel Services Corp,12471,981475
WPX Energy Inc,WPX Energy Inc,187128,98212B
Wyeth,Wyeth,1478,983024
XPO Logistics Inc,XPO Logistics Inc,144998,983793
XTO Energy Inc,XTO Energy Inc.,28256,98385X
Xcel Energy Inc,Xcel Energy Inc.,7977,98389B
Xilinx Inc,Xilinx Inc.,22325,983919
XeDAR Corp,Xedar Corp,11630,984002
Xenia Hotels & Resorts Inc,Xenia Hotels & Resorts Inc,22983,984017
Xponential Inc,Xponential Inc.,66675,98415T
Xylem Inc,Xylem Inc,189491,98419M
Xhibit Corp,Xhibit Corp,11281,98419U
Xtant Medical Holdings Inc,Xtant Medical Holdings Inc,185193,98420P
YTB International Inc,YTB International Inc,21201,98425R
Xanodyne Pharmaceuticals Inc,Xanodyne Pharmaceuticals Inc,179833,98525Q
Yelp Inc,Yelp Inc,196268,985817
York International Corp,York International Corp,13135,986670
Yum! Brands Inc,YUM! Brands Inc.,65417,988498
Yuma Energy Inc,Yuma Energy Inc -Old,21732,98872F
Zagg Inc,Zagg Inc,177975,98884U
Zayo Group Holdings Inc,Zayo Group Holdings Inc,21433,98919V
Zebra Technologies Corp,Zebra Technologies Corp.,24405,989207
Zendesk Inc,Zendesk Inc,20229,98936J
Zilog Inc,Zilog Inc,23700,989524
Zimmer Biomet Holdings Inc,Zimmer Biomet Holdings Inc,144559,98956P
ZIOPHARM Oncology Inc,ZIOPHARM Oncology Inc,165215,98973P
Zix Corp,Zix Corp.,16531,98974P
Zoetis Inc,Zoetis Inc,13721,98978V
Zscaler Inc,Zscaler Inc,33037,98980G
Zynga Inc,Zynga Inc,187576,98986T
ZOLL Medical Corp,Zoll Medical Corp,25579,989922
Yext Inc,Yext Inc,30622,99520Z
Windstream Holdings Inc,Windstream Holdings Inc,174490,9A3130
Sunshine Bancorp Inc,Sunshine Bancorp Inc,21111,9A4176
FTE Networks Inc,FTE Networks Inc,18240,9A5600
MongoDB,MongoDB Inc,32526,9A5617
Entegra Financial Corp,Entegra Financial Corp,187721,9A6416
MediCan Enterprises Inc,Medican Enterprises Inc,28759,9A7126
First Citizens Bancshares Inc,First Citizens Bancshares Inc,110359,9A8241
Barnes & Noble Education Inc,Barnes & Noble Education Inc,23208,9C5188
Crescent Capital BDC Inc,Crescent Capital BDC Inc,36133,9C6635
Golden Entertainment Inc,Golden Entertainment Inc,117036,9C7069
Alphabet Inc,Alphabet Inc,160329,9C7309
AXIM Biotechnologies Inc,AXIM Biotechnologies Inc,17716,9E0413
Live Microsystems Inc,Live Microsystems Inc,29746,9E1568
Tabula Rasa Healthcare Inc,Tabula Rasa HealthCare Inc,26788,9E3754
Macquarie Infrastructure Corp,Macquarie Infrastructure Corp,161120,9E3794
Adient PLC,Adient Plc,27333,9E9136
CoreCivic Inc,CoreCivic Inc,65084,9F0996
Waters Inc,Waters Corp,61574,9F6330
Teton Advisors Inc,Teton Advisors Inc,182613,9F7226
Reliant Bancorp Inc,Reliant Bancorp Inc,17594,9H2624
Carolina Trust BancShares Inc,Carolina Trust BancShares Inc,162555,9H7750
Assertio Holdings Inc,Assertio Holdings Inc,65944,9J2143
Nextier Oilfield Solutions Inc,NexTier Oilfield Solutions Inc,29524,9J2654
MedAmerica Properties Inc,MedAmerica Properties Inc,13251,9J7058
Chaparral Energy Inc,Chaparral Energy Inc,165556,9J7260
Agility Health Inc,Agility Health Inc,316461,G0132M
Alkermes PLC,Alkermes Plc,24302,G01767
Allergan Plc,Allergan PLC,27845,G0177J
APW Ltd,APW Ltd,137960,G04397
Atlas Financial Holdings Inc,Atlas Financial Holdings Inc,186230,G06207
Cardtronics plc,Cardtronics plc,264397,G1991C
Constellation Alpha Capital,Constellation Alpha Capital Corp,31804,G2379F
Endo International PLC,Endo International plc,63645,G30401
Arya Sciences Acquisition Corp,ARYA Sciences Acquisition Corp,34258,G3165V
Fresh Del Monte Produce Inc,Fresh Del Monte Produce Inc.,30443,G36738
Garmin Ltd,Garmin Ltd,141459,G37260
Helen of Troy Ltd,Helen of Troy Ltd,5572,G4388N
Ichor Holdings Ltd,Ichor Holdings Ltd,29191,G4740B
Invesco Ltd,Invesco Ltd,29804,G491BT
Jazz Pharmaceuticals PLC,Jazz Pharmaceuticals Plc,177287,G50871
Jinpan International Ltd,Jinpan International Ltd,66629,G5138L
Kosmos Energy Ltd,Kosmos Energy Ltd,186276,G5315B
Lazard Ltd,Lazard Ltd,162559,G54050
Silverstar Holdings Ltd,Silverstar Holdings Ltd,62296,G54467
Loral Space & Communications,Loral Space & Communications Inc,62640,G56462
Mosaic Acquisition Corp,Mosaic Acquisition Corp,32483,G62848
Netfin Acquisition Corp,Netfin Acquisition Corp,35441,G6455A
Nielsen Holdings Plc,Nielsen Holdings plc,100873,G6518L
Oaktree Acquisition Corp,Oaktree Acquisition Corp,35402,G67145
OpenTV Corp,OpenTV Corp,126734,G67543
Seagate Technology Plc,Seagate Technology Plc,150937,G7945J
Strongbridge Biopharma plc,Strongbridge Biopharma PLC,293919,G85347
Laxai Pharma Ltd,Laxai Pharma Ltd,179503,M6717V
LyondellBasell Industries NV,LyondellBasell Industries NV,294524,N53745
NXP Semiconductors NV,NXP Semiconductors NV,184725,N6596X
Cooper-Standard Holdings Inc,Cooper-Standard Holdings Inc,163765,U2060R
Science Applications Intl Corp,Science Applications International Corp,18683,808625
Progressive Gaming Intl Corp,Progressive Gaming International Corp,29250,74332S
Allscripts Healthcare Solution,Allscripts Healthcare Solutions Inc,181104,01988P
Nuverra Environmental Solution,Nuverra Environmental Solutions Inc,178851,67091K
Corenergy Infrastructure Tr,CorEnergy Infrastructure Trust Inc,165209,21870U
Cobalt Intl Energy Inc,Cobalt International Energy Inc,184040,19075F
Environmental Energy Services,Environmental Energy Service,22181,29406Q
First Interstate BancSystem In,First Interstate BancSystem Inc,184167,32055Y
Genius Brands Intl Inc,Genius Brands International Inc,183524,37229T
Leap Wireless Intl Inc,Leap Wireless International Inc,114484,521863
Sonesta Intl Hotels Corp,Sonesta International Hotels Corp,9812,81330N
First Industrial Realty Tr Inc,First Industrial Realty Trust Inc.,30384,32054K
"Horizon Financial Services,IA",Horizon Financial Services Corp,31449,44041Q
"First Citizens Bancshares,TN",First Citizens Bancshares Inc,110359,31946M
Quinpario Acquisition Corp,Quinpario Acquisition Corp 2,22878,74874R
"Kentucky Bancshares Inc,KY",Kentucky Bancshares Inc,63165,491203
Pattern Energy Group 2 LP,Pattern Energy Group Inc,18677,3H5257
Miller Industries Inc TN,Miller Industries Inc/TN,30558,600551
"Regions Financial Corp,AL",Regions Financial Corp,4674,758940
CTC Communications Corp,CT Communications Inc,3376,12402L
Heartland Bancorp Inc,Heartland Banccorp,63395,404111
AM Communications Inc,AM Communication Inc.,1037,001674
American Intl Industries Inc,American International Industries Inc.,66149,02686Y
CenterState Banks Inc,CenterState Bank Corp,142088,15201P
Superior Industries Intl Inc,Superior Industries International Inc.,10195,868168
Ssi Technologies Inc,S I Technologies Inc,6159,8H4713
Pacific Office Properties Tr,Pacific Office Properties Trust Inc,14583,694714
Cooper Holdings Inc,Cooper Holding Corp-Old,62364,0F9103
Predictive Technology Group In,Predictive Technology Group Inc,177900,3E1953
Stallion Oilfield Services Ltd,Stallion Oilfield Services Inc,175426,85275T
"Citizens Community Bancorp,WI",Citizens Community Bancorp Inc,266160,17453V
"First Community Financial,WA",First Community Financial Corp/NC,121555,319836
Spanish Broadcasting Sys Inc,Spanish Broadcasting System Inc,117145,846425
"Bank of Commerce Holdings,CA",Bank of Commerce Holdings,112112,06424J
New Residential Invest Corp,New Residential Investment Corp,17878,64828T
"Community Trust Bancorp,KY",Community Trust Bancorp Inc,19262,204149
PSM Holdings 2 Inc,PSM Holdings Inc,165161,69191Z
Rekor System Inc,Rekor Systems Inc,30280,759419
"Valley National Bancorp,NJ",Valley National Bancorp,11861,919794
"Venture Financial Group,WA",Venture Financial Group Inc,178404,922928
"Harleysville National Corp,PA",Harleysville National Corp,16956,412850
"Huntington Bancshares Inc,OH",Huntington Bancshares Inc,5786,446150
AB International Group Corp,Ab International Group Cp,24672,4C3130
"Prosperity Bancshares Inc,TX",Prosperity Bancshares Inc,115876,743606
"Summit Financial Group Inc,WV",Summit Financial Group Inc,110250,86606G
"Bar Harbor Bankshares,ME",Bar Harbor Bankshares,31895,066849
"First Midwest Bancorp Inc,IL",First Midwest Bancorp Inc,11896,320867
ITC Holding Co LLC,ITC Holdings Corp,163669,45032X
ImageXpress Corp,Imagexpres Corp,12680,45248C
Infinity Cross Border Acquisit,Infinity Cross Border Acquisition Corp,12026,G4772R
"National Bancshares Inc,IA",National Bancshares Corp/TX,7700,632594
American Architectural Prod,American Architectural Products Corp,21332,023857
Bluerock Residential Growth,Bluerock Residential Growth REIT Inc,19275,09627J
"Alliance Financial Corp,NY",Alliance Financial Corp,17908,019205
Apollo Endosurgery Us Inc,Apollo Endosurgery Inc,29687,2F8403
SMG Indium Resources Ltd,SMG Indium Resources Ltd - OLD,184659,78454K
Old Republic Intl Corp,Old Republic International Corp,14828,680223
Weatherford International Inc,Weatherford International plc,4367,947074
"Community Bancorp Inc,VT",Community Bancorp/VT,21525,20343A
Life Time Fitness Inc SPV,LIFE TIME FITNESS Inc,160183,6C5894
"Pelican Financial Inc,MI",Pelican Financial Inc,126140,705808
"Provident Bancorp Inc,NY",Provident Bancorp Inc,25327,743835
"United Bankshares Inc,WV",United Bankshares Inc,17248,909907
American Realty Capital Tr Inc,American Realty Capital Trust Inc,185953,02917L
"Abington Bancorp,Abington,MA",Abington Bancorp Inc,160657,00350P
Antero Midstream GP LP,Antero Midstream Corp,31109,03675Y
"First Bancshares Inc,MS",First Bancshares Inc,29466,318916
"Marshall & Ilsley Corp,WI",Marshall & Ilsley Corp,7067,571834
New England Bus Service Inc,New England Business Service Inc.,7835,643872
Samson Resources II LLC,Samson Resources Corp,170620,7F1642
Spongetech Delivery Sys Inc,SpongeTech Delivery Systems Inc,163136,849109
Telligent Inc,Teligent Inc -Old,65901,88493M
"Wilmington Trust Corp,DE",Wilmington Trust Corp,11513,971807
Qwest Commun Intl Inc,Qwest Communications International-Old,64967,749121
Citco Community Bancshares Inc,Community Bancshares Inc/DE,109799,17315H
"Horizon Bancorp,IN",Horizon Bancorp Inc,18533,440407
International Flavors & Fragra,International Flavors & Fragrances Inc,6078,459506
"Mid Penn Bancorp Inc,PA",Mid Penn Bancorp Inc,66288,59540G
"Peoples Bancorp Inc,MD",Peoples Bancorp Inc/MD,164647,70979X
"Sturgis Bancorp Inc,MI",Sturgis Bancorp Inc,31218,864087
Gundle/SLT Environmental Inc,Gundle/SLT Environmental Inc.,13027,402809
America First Apartment Inv,America First Apartment Investors Inc,16642,02363X
ReSearch Pharmaceutical,Research Pharmaceutical Services Inc,286253,76302T
Windsor Woodmont Black Hawk,Windsor Woodmont Black Hawk Resort Corp,148362,97359F
Charlottes Web Holdings Inc,Charlotte's Web Holdings Inc,34107,6H4008
"BankFinancial Corp,Il",BankFinancial Corp,161942,06643P
Extended Stay America Inc SPV,Extended Stay America Inc.,61730,30491R
Gores Holdings Inc,Gores Holdings IV Inc,36093,382866
Harding Co,Hardinge Inc,18654,41226X
Jacksonville Bancorp MHC,Jacksonville Bancorp Inc/MD,31744,469245
Jazz Pharmaceuticals Inc,Jazz Pharmaceuticals Plc,177287,472147
Occidental Petroleum-Oil,Occidental Petroleum Corp,8068,90577Q
"United Bancorp Inc,OH",United Bancorp Inc,114037,909911
Matthews Studio Equipment Grp,Matthews Studio Equipment Group,16600,577140
Cracker Barrel Old Country,Cracker Barrel Old Country Store Inc,3570,22410J
Riverbed Technology Inc SPV,Riverbed Technology Inc,174317,4C7859
